"n","error","cell","rep","method","fdr","tpr","fpr05","n_rej"
40,"skew","alt",1,"modhc3",0,0.16,0.0266666666666667,8
40,"skew","alt",2,"ols",0,0.3,0.0333333333333333,15
40,"skew","alt",2,"modt",0,0.28,0.0377777777777778,14
40,"skew","alt",2,"hc3",0,0.3,0.0266666666666667,15
40,"skew","alt",2,"modhc3",0,0.26,0.0266666666666667,13
40,"skew","alt",3,"ols",0.125,0.28,0.0444444444444444,16
40,"skew","alt",3,"modt",0.133333333333333,0.26,0.0444444444444444,15
40,"skew","alt",3,"hc3",0.0833333333333333,0.22,0.0466666666666667,12
40,"skew","alt",3,"modhc3",0.0909090909090909,0.2,0.04,11
40,"skew","alt",4,"ols",0,0.2,0.0377777777777778,10
40,"skew","alt",4,"modt",0,0.18,0.04,9
40,"skew","alt",4,"hc3",0,0.1,0.0377777777777778,5
40,"skew","alt",4,"modhc3",0,0.14,0.0377777777777778,7
40,"skew","alt",5,"ols",0,0.54,0.0533333333333333,27
40,"skew","alt",5,"modt",0,0.48,0.0466666666666667,24
40,"skew","alt",5,"hc3",0,0.4,0.0422222222222222,20
40,"skew","alt",5,"modhc3",0,0.44,0.0422222222222222,22
40,"skew","alt",6,"ols",0.208333333333333,0.38,0.0511111111111111,24
40,"skew","alt",6,"modt",0.166666666666667,0.4,0.0533333333333333,24
40,"skew","alt",6,"hc3",0.111111111111111,0.16,0.0488888888888889,9
40,"skew","alt",6,"modhc3",0.0555555555555556,0.34,0.0555555555555556,18
40,"skew","alt",7,"ols",0.0434782608695652,0.44,0.0511111111111111,23
40,"skew","alt",7,"modt",0.0434782608695652,0.44,0.0488888888888889,23
40,"skew","alt",7,"hc3",0.0454545454545455,0.42,0.0466666666666667,22
40,"skew","alt",7,"modhc3",0.05,0.38,0.0444444444444444,20
40,"skew","alt",8,"ols",0,0,0.0355555555555556,0
40,"skew","alt",8,"modt",0,0.02,0.0288888888888889,1
40,"skew","alt",8,"hc3",0,0.14,0.0377777777777778,7
40,"skew","alt",8,"modhc3",0,0.14,0.0311111111111111,7
40,"skew","alt",9,"ols",0,0.34,0.0422222222222222,17
40,"skew","alt",9,"modt",0,0.34,0.0466666666666667,17
40,"skew","alt",9,"hc3",0,0.3,0.0311111111111111,15
40,"skew","alt",9,"modhc3",0,0.24,0.0355555555555556,12
40,"skew","alt",10,"ols",0.04,0.48,0.0622222222222222,25
40,"skew","alt",10,"modt",0.0384615384615385,0.5,0.0622222222222222,26
40,"skew","alt",10,"hc3",0.0555555555555556,0.34,0.0555555555555556,18
40,"skew","alt",10,"modhc3",0.111111111111111,0.32,0.0533333333333333,18
40,"skew","alt",11,"ols",0,0.28,0.0555555555555556,14
40,"skew","alt",11,"modt",0,0.3,0.0644444444444444,15
40,"skew","alt",11,"hc3",0,0.2,0.0511111111111111,10
40,"skew","alt",11,"modhc3",0,0.36,0.0488888888888889,18
40,"skew","alt",12,"ols",0,0.36,0.06,18
40,"skew","alt",12,"modt",0,0.38,0.0644444444444444,19
40,"skew","alt",12,"hc3",0,0.28,0.06,14
40,"skew","alt",12,"modhc3",0,0.24,0.0577777777777778,12
40,"skew","alt",13,"ols",0,0.44,0.0444444444444444,22
40,"skew","alt",13,"modt",0,0.44,0.0444444444444444,22
40,"skew","alt",13,"hc3",0,0.38,0.0422222222222222,19
40,"skew","alt",13,"modhc3",0,0.42,0.0511111111111111,21
40,"skew","alt",14,"ols",0.05,0.38,0.0488888888888889,20
40,"skew","alt",14,"modt",0.0555555555555556,0.34,0.0466666666666667,18
40,"skew","alt",14,"hc3",0.05,0.38,0.0444444444444444,20
40,"skew","alt",14,"modhc3",0,0.36,0.0444444444444444,18
40,"skew","alt",15,"ols",0,0.3,0.0533333333333333,15
40,"skew","alt",15,"modt",0,0.34,0.0511111111111111,17
40,"skew","alt",15,"hc3",0,0.24,0.0533333333333333,12
40,"skew","alt",15,"modhc3",0,0.28,0.0444444444444444,14
100,"skew","alt",1,"ols",0.0566037735849057,1,0.0444444444444444,53
100,"skew","alt",1,"modt",0.0566037735849057,1,0.0466666666666667,53
100,"skew","alt",1,"hc3",0.0392156862745098,0.98,0.0422222222222222,51
100,"skew","alt",1,"modhc3",0.0392156862745098,0.98,0.0422222222222222,51
100,"skew","alt",2,"ols",0.0576923076923077,0.98,0.0555555555555556,52
100,"skew","alt",2,"modt",0.0576923076923077,0.98,0.0555555555555556,52
100,"skew","alt",2,"hc3",0.0769230769230769,0.96,0.0555555555555556,52
100,"skew","alt",2,"modhc3",0.0588235294117647,0.96,0.0511111111111111,51
100,"skew","alt",3,"ols",0.0208333333333333,0.94,0.04,48
100,"skew","alt",3,"modt",0.0204081632653061,0.96,0.04,49
100,"skew","alt",3,"hc3",0,0.96,0.0266666666666667,48
100,"skew","alt",3,"modhc3",0,0.96,0.0266666666666667,48
100,"skew","alt",4,"ols",0.02,0.98,0.0466666666666667,50
100,"skew","alt",4,"modt",0.02,0.98,0.0488888888888889,50
100,"skew","alt",4,"hc3",0.0204081632653061,0.96,0.0488888888888889,49
100,"skew","alt",4,"modhc3",0.0204081632653061,0.96,0.0488888888888889,49
100,"skew","alt",5,"ols",0,0.96,0.0444444444444444,48
100,"skew","alt",5,"modt",0,0.96,0.0466666666666667,48
100,"skew","alt",5,"hc3",0,0.92,0.0444444444444444,46
100,"skew","alt",5,"modhc3",0,0.94,0.0444444444444444,47
100,"skew","alt",6,"ols",0.0408163265306122,0.94,0.0577777777777778,49
100,"skew","alt",6,"modt",0.0408163265306122,0.94,0.0555555555555556,49
100,"skew","alt",6,"hc3",0.0416666666666667,0.92,0.0488888888888889,48
100,"skew","alt",6,"modhc3",0.0416666666666667,0.92,0.0466666666666667,48
100,"skew","alt",7,"ols",0.0625,0.9,0.0466666666666667,48
100,"skew","alt",7,"modt",0.0425531914893617,0.9,0.0488888888888889,47
100,"skew","alt",7,"hc3",0,0.9,0.0488888888888889,45
100,"skew","alt",7,"modhc3",0,0.9,0.0488888888888889,45
100,"skew","alt",8,"ols",0.0227272727272727,0.86,0.0533333333333333,44
100,"skew","alt",8,"modt",0.0227272727272727,0.86,0.0511111111111111,44
100,"skew","alt",8,"hc3",0.0222222222222222,0.88,0.0511111111111111,45
100,"skew","alt",8,"modhc3",0.0222222222222222,0.88,0.0488888888888889,45
100,"skew","alt",9,"ols",0.0408163265306122,0.94,0.0444444444444444,49
100,"skew","alt",9,"modt",0.0408163265306122,0.94,0.0466666666666667,49
100,"skew","alt",9,"hc3",0.0416666666666667,0.92,0.0422222222222222,48
100,"skew","alt",9,"modhc3",0.0612244897959184,0.92,0.0377777777777778,49
100,"skew","alt",10,"ols",0.0769230769230769,0.96,0.0577777777777778,52
100,"skew","alt",10,"modt",0.04,0.96,0.0577777777777778,50
100,"skew","alt",10,"hc3",0.0625,0.9,0.0488888888888889,48
100,"skew","alt",10,"modhc3",0.0625,0.9,0.0511111111111111,48
100,"skew","alt",11,"ols",0.0408163265306122,0.94,0.0422222222222222,49
100,"skew","alt",11,"modt",0.0408163265306122,0.94,0.0444444444444444,49
100,"skew","alt",11,"hc3",0.0227272727272727,0.86,0.0466666666666667,44
100,"skew","alt",11,"modhc3",0.0227272727272727,0.86,0.0466666666666667,44
100,"skew","alt",12,"ols",0.0476190476190476,0.8,0.0688888888888889,42
100,"skew","alt",12,"modt",0.0465116279069767,0.82,0.0688888888888889,43
100,"skew","alt",12,"hc3",0.0454545454545455,0.84,0.0533333333333333,44
100,"skew","alt",12,"modhc3",0.0454545454545455,0.84,0.0555555555555556,44
100,"skew","alt",13,"ols",0.02,0.98,0.0377777777777778,50
100,"skew","alt",13,"modt",0.02,0.98,0.0422222222222222,50
100,"skew","alt",13,"hc3",0.0576923076923077,0.98,0.0355555555555556,52
100,"skew","alt",13,"modhc3",0.0576923076923077,0.98,0.0377777777777778,52
100,"skew","alt",14,"ols",0.0204081632653061,0.96,0.0555555555555556,49
100,"skew","alt",14,"modt",0.0204081632653061,0.96,0.0488888888888889,49
100,"skew","alt",14,"hc3",0.0588235294117647,0.96,0.0466666666666667,51
100,"skew","alt",14,"modhc3",0.0588235294117647,0.96,0.0466666666666667,51
100,"skew","alt",15,"ols",0,1,0.0355555555555556,50
100,"skew","alt",15,"modt",0,1,0.0311111111111111,50
100,"skew","alt",15,"hc3",0,0.98,0.0333333333333333,49
100,"skew","alt",15,"modhc3",0,0.98,0.0311111111111111,49
10,"hetero","alt",1,"ols",1,0,0.164444444444444,2
10,"hetero","alt",1,"modt",1,0,0.16,8
10,"hetero","alt",1,"hc3",0.666666666666667,0.02,0.0955555555555556,3
10,"hetero","alt",1,"modhc3",1,0,0.102222222222222,5
10,"hetero","alt",4,"ols",0.75,0.02,0.171111111111111,4
10,"hetero","alt",4,"modt",0.866666666666667,0.04,0.162222222222222,15
10,"hetero","alt",4,"hc3",0.851851851851852,0.08,0.128888888888889,27
10,"hetero","alt",4,"modhc3",0.857142857142857,0.06,0.14,21
10,"hetero","alt",5,"ols",0,0,0.0933333333333333,0
10,"hetero","alt",5,"modt",0,0,0.0955555555555556,0
10,"hetero","alt",5,"hc3",0,0,0.0644444444444444,0
10,"hetero","alt",5,"modhc3",0,0,0.0511111111111111,0
10,"hetero","alt",6,"ols",0,0,0.0511111111111111,0
10,"hetero","alt",6,"modt",0,0,0.0444444444444444,0
10,"hetero","alt",6,"hc3",0,0,0.0488888888888889,0
10,"hetero","alt",6,"modhc3",0,0,0.04,0
10,"hetero","alt",7,"ols",0,0,0.0355555555555556,0
10,"hetero","alt",7,"modt",0,0,0.0288888888888889,0
10,"hetero","alt",7,"hc3",1,0,0.0244444444444444,1
10,"hetero","alt",7,"modhc3",1,0,0.0222222222222222,1
10,"hetero","alt",8,"ols",0,0,0.0822222222222222,0
10,"hetero","alt",8,"modt",0.666666666666667,0.02,0.0933333333333333,3
10,"hetero","alt",8,"hc3",0,0,0.0533333333333333,0
10,"hetero","alt",8,"modhc3",0,0,0.0533333333333333,0
10,"hetero","alt",9,"ols",0,0,0.0577777777777778,0
10,"hetero","alt",9,"modt",0,0,0.0577777777777778,0
10,"hetero","alt",9,"hc3",0,0,0.0355555555555556,0
10,"hetero","alt",9,"modhc3",0,0,0.0377777777777778,0
10,"hetero","alt",10,"ols",1,0,0.126666666666667,2
10,"hetero","alt",10,"modt",1,0,0.137777777777778,1
10,"hetero","alt",10,"hc3",0,0,0.0555555555555556,0
10,"hetero","alt",10,"modhc3",0,0,0.0511111111111111,0
10,"hetero","alt",12,"ols",0,0,0.0533333333333333,0
10,"hetero","alt",12,"modt",0,0,0.0488888888888889,0
10,"hetero","alt",12,"hc3",1,0,0.04,1
10,"hetero","alt",12,"modhc3",1,0,0.0466666666666667,3
10,"hetero","alt",13,"ols",0.5,0.04,0.0977777777777778,4
10,"hetero","alt",13,"modt",0.714285714285714,0.04,0.106666666666667,7
10,"hetero","alt",13,"hc3",0.714285714285714,0.04,0.0488888888888889,7
10,"hetero","alt",13,"modhc3",0.833333333333333,0.02,0.0422222222222222,6
10,"hetero","alt",14,"ols",0,0,0.137777777777778,0
10,"hetero","alt",14,"modt",1,0,0.164444444444444,1
10,"hetero","alt",14,"hc3",0,0,0.0666666666666667,0
10,"hetero","alt",14,"modhc3",0,0,0.0511111111111111,0
10,"hetero","alt",15,"ols",0,0,0.0733333333333333,0
10,"hetero","alt",15,"modt",0,0,0.0666666666666667,0
10,"hetero","alt",15,"hc3",0,0,0.0422222222222222,0
10,"hetero","alt",15,"modhc3",0,0,0.0444444444444444,0
20,"hetero","alt",1,"ols",0,0,0.0933333333333333,0
20,"hetero","alt",1,"modt",0,0,0.0866666666666667,0
20,"hetero","alt",1,"hc3",0,0,0.0444444444444444,0
20,"hetero","alt",1,"modhc3",0,0,0.0444444444444444,0
20,"hetero","alt",2,"ols",0,0,0.1,0
20,"hetero","alt",2,"modt",0.5,0.02,0.1,2
20,"hetero","alt",2,"hc3",1,0,0.0644444444444444,1
20,"hetero","alt",2,"modhc3",1,0,0.0622222222222222,1
20,"hetero","alt",3,"ols",0,0,0.08,0
20,"hetero","alt",3,"modt",0.666666666666667,0.02,0.0844444444444444,3
20,"hetero","alt",3,"hc3",0,0,0.0555555555555556,0
20,"hetero","alt",3,"modhc3",0,0,0.0488888888888889,0
20,"hetero","alt",4,"ols",0.428571428571429,0.08,0.153333333333333,7
20,"hetero","alt",4,"modt",0.5,0.08,0.153333333333333,8
20,"hetero","alt",4,"hc3",0,0,0.0666666666666667,0
20,"hetero","alt",4,"modhc3",0.5,0.02,0.0733333333333333,2
20,"hetero","alt",5,"ols",0.25,0.06,0.1,4
20,"hetero","alt",5,"modt",0,0,0.1,0
20,"hetero","alt",5,"hc3",0,0,0.0577777777777778,0
20,"hetero","alt",5,"modhc3",0,0,0.0511111111111111,0
20,"hetero","alt",6,"ols",0.666666666666667,0.02,0.0888888888888889,3
20,"hetero","alt",6,"modt",0.666666666666667,0.02,0.0911111111111111,3
20,"hetero","alt",6,"hc3",1,0,0.0622222222222222,1
20,"hetero","alt",6,"modhc3",1,0,0.0488888888888889,1
20,"hetero","alt",7,"ols",0.923076923076923,0.04,0.206666666666667,26
20,"hetero","alt",7,"modt",0.892857142857143,0.06,0.206666666666667,28
20,"hetero","alt",7,"hc3",0.891304347826087,0.1,0.162222222222222,46
20,"hetero","alt",7,"modhc3",0.914893617021277,0.08,0.16,47
20,"hetero","alt",8,"ols",0.5,0.02,0.0511111111111111,2
20,"hetero","alt",8,"modt",0,0.02,0.0488888888888889,1
20,"hetero","alt",8,"hc3",0,0,0.0377777777777778,0
20,"hetero","alt",8,"modhc3",0,0.04,0.0377777777777778,2
20,"hetero","alt",9,"ols",0.5,0.08,0.133333333333333,8
20,"hetero","alt",9,"modt",0.5,0.06,0.133333333333333,6
20,"hetero","alt",9,"hc3",0.666666666666667,0.02,0.0822222222222222,3
20,"hetero","alt",9,"modhc3",0.5,0.02,0.08,2
20,"hetero","alt",10,"ols",0,0.02,0.0733333333333333,1
20,"hetero","alt",10,"modt",0,0.02,0.0777777777777778,1
20,"hetero","alt",10,"hc3",0,0.02,0.04,1
20,"hetero","alt",10,"modhc3",0,0.02,0.0422222222222222,1
20,"hetero","alt",11,"ols",0,0,0.0577777777777778,0
20,"hetero","alt",11,"modt",0,0,0.0511111111111111,0
20,"hetero","alt",11,"hc3",1,0,0.0355555555555556,1
20,"hetero","alt",11,"modhc3",0,0,0.0288888888888889,0
20,"hetero","alt",12,"ols",0,0.04,0.104444444444444,2
20,"hetero","alt",12,"modt",0,0.04,0.102222222222222,2
20,"hetero","alt",12,"hc3",0,0,0.06,0
20,"hetero","alt",12,"modhc3",0,0.04,0.0533333333333333,2
20,"hetero","alt",13,"ols",0,0,0.0933333333333333,0
20,"hetero","alt",13,"modt",0.5,0.02,0.0844444444444444,2
20,"hetero","alt",13,"hc3",0,0,0.04,0
20,"hetero","alt",13,"modhc3",0,0,0.04,0
20,"hetero","alt",14,"ols",0.333333333333333,0.04,0.0977777777777778,3
20,"hetero","alt",14,"modt",0,0.04,0.0955555555555556,2
20,"hetero","alt",14,"hc3",0.75,0.04,0.0844444444444444,8
20,"hetero","alt",14,"modhc3",0.666666666666667,0.04,0.0822222222222222,6
20,"hetero","alt",15,"ols",1,0,0.111111111111111,2
20,"hetero","alt",15,"modt",0.75,0.02,0.12,4
20,"hetero","alt",15,"hc3",1,0,0.0511111111111111,2
20,"hetero","alt",15,"modhc3",1,0,0.0511111111111111,2
40,"hetero","alt",1,"ols",0.315789473684211,0.26,0.124444444444444,19
40,"hetero","alt",1,"modt",0.428571428571429,0.32,0.128888888888889,28
40,"hetero","alt",1,"hc3",0,0.04,0.0733333333333333,2
40,"hetero","alt",1,"modhc3",0,0.02,0.0733333333333333,1
40,"hetero","alt",2,"ols",0.416666666666667,0.14,0.144444444444444,12
40,"hetero","alt",2,"modt",0.416666666666667,0.14,0.148888888888889,12
40,"hetero","alt",2,"hc3",0.285714285714286,0.1,0.0688888888888889,7
40,"hetero","alt",2,"modhc3",0.166666666666667,0.1,0.0711111111111111,6
40,"hetero","alt",3,"ols",0.111111111111111,0.16,0.126666666666667,9
40,"hetero","alt",3,"modt",0.1,0.18,0.124444444444444,10
40,"hetero","alt",3,"hc3",0,0,0.0511111111111111,0
40,"hetero","alt",3,"modhc3",0,0,0.0511111111111111,0
40,"hetero","alt",4,"ols",0,0.08,0.0644444444444444,4
40,"hetero","alt",4,"modt",0.2,0.08,0.06,5
40,"hetero","alt",4,"hc3",0,0.04,0.0422222222222222,2
40,"hetero","alt",4,"modhc3",0,0.04,0.0377777777777778,2
40,"hetero","alt",5,"ols",0.416666666666667,0.14,0.12,12
40,"hetero","alt",5,"modt",0.333333333333333,0.12,0.124444444444444,9
40,"hetero","alt",5,"hc3",0,0.04,0.0511111111111111,2
40,"hetero","alt",5,"modhc3",0,0.04,0.0488888888888889,2
40,"hetero","alt",6,"ols",0,0.1,0.0688888888888889,5
40,"hetero","alt",6,"modt",0,0.08,0.0755555555555556,4
40,"hetero","alt",6,"hc3",0,0.02,0.0511111111111111,1
40,"hetero","alt",6,"modhc3",0,0.02,0.0533333333333333,1
40,"hetero","alt",7,"ols",0.375,0.1,0.137777777777778,8
40,"hetero","alt",7,"modt",0.384615384615385,0.16,0.137777777777778,13
40,"hetero","alt",7,"hc3",0.333333333333333,0.04,0.0577777777777778,3
40,"hetero","alt",7,"modhc3",0,0.04,0.0622222222222222,2
40,"hetero","alt",8,"ols",0,0,0.0622222222222222,0
40,"hetero","alt",8,"modt",0,0,0.0666666666666667,0
40,"hetero","alt",8,"hc3",0,0,0.0444444444444444,0
40,"hetero","alt",8,"modhc3",0,0,0.04,0
40,"hetero","alt",9,"ols",0.588235294117647,0.14,0.126666666666667,17
40,"hetero","alt",9,"modt",0.5625,0.14,0.12,16
40,"hetero","alt",9,"hc3",1,0,0.06,1
40,"hetero","alt",9,"modhc3",1,0,0.06,1
40,"hetero","alt",10,"ols",0,0.02,0.0466666666666667,1
40,"hetero","alt",10,"modt",0,0.04,0.0511111111111111,2
40,"hetero","alt",10,"hc3",0.166666666666667,0.1,0.0444444444444444,6
40,"hetero","alt",10,"modhc3",0.166666666666667,0.1,0.0511111111111111,6
40,"hetero","alt",11,"ols",0.533333333333333,0.14,0.104444444444444,15
40,"hetero","alt",11,"modt",0.5,0.12,0.111111111111111,12
40,"hetero","alt",11,"hc3",0,0,0.0466666666666667,0
40,"hetero","alt",11,"modhc3",0,0,0.04,0
40,"hetero","alt",12,"ols",0.3125,0.22,0.137777777777778,16
40,"hetero","alt",12,"modt",0.277777777777778,0.26,0.137777777777778,18
40,"hetero","alt",12,"hc3",0,0.04,0.0488888888888889,2
40,"hetero","alt",12,"modhc3",0,0.04,0.0466666666666667,2
40,"hetero","alt",13,"ols",0.1,0.18,0.0733333333333333,10
40,"hetero","alt",13,"modt",0.166666666666667,0.2,0.0711111111111111,12
40,"hetero","alt",13,"hc3",0,0,0.04,0
40,"hetero","alt",13,"modhc3",0,0,0.0355555555555556,0
40,"hetero","alt",14,"ols",0.111111111111111,0.16,0.0555555555555556,9
40,"hetero","alt",14,"modt",0.125,0.14,0.06,8
40,"hetero","alt",14,"hc3",0.166666666666667,0.1,0.0444444444444444,6
40,"hetero","alt",14,"modhc3",0.142857142857143,0.12,0.0444444444444444,7
40,"hetero","alt",15,"ols",0.166666666666667,0.1,0.14,6
40,"hetero","alt",15,"modt",0.333333333333333,0.12,0.133333333333333,9
40,"hetero","alt",15,"hc3",0,0.02,0.0511111111111111,1
40,"hetero","alt",15,"modhc3",0,0.02,0.0511111111111111,1
100,"hetero","alt",1,"ols",0.282608695652174,0.66,0.131111111111111,46
100,"hetero","alt",1,"modt",0.282608695652174,0.66,0.133333333333333,46
100,"hetero","alt",1,"hc3",0.2,0.56,0.0577777777777778,35
100,"hetero","alt",1,"modhc3",0.2,0.56,0.0577777777777778,35
100,"hetero","alt",2,"ols",0.191489361702128,0.76,0.108888888888889,47
100,"hetero","alt",2,"modt",0.191489361702128,0.76,0.106666666666667,47
100,"hetero","alt",2,"hc3",0.0416666666666667,0.46,0.0422222222222222,24
100,"hetero","alt",2,"modhc3",0.0434782608695652,0.44,0.0444444444444444,23
100,"hetero","alt",3,"ols",0.162162162162162,0.62,0.104444444444444,37
100,"hetero","alt",3,"modt",0.162162162162162,0.62,0.0977777777777778,37
100,"hetero","alt",3,"hc3",0.148148148148148,0.46,0.0555555555555556,27
100,"hetero","alt",3,"modhc3",0.137931034482759,0.5,0.0555555555555556,29
100,"hetero","alt",4,"ols",0.105263157894737,0.68,0.0644444444444444,38
100,"hetero","alt",4,"modt",0.105263157894737,0.68,0.0622222222222222,38
100,"hetero","alt",4,"hc3",0.125,0.42,0.0333333333333333,24
100,"hetero","alt",4,"modhc3",0.130434782608696,0.4,0.0333333333333333,23
100,"hetero","alt",5,"ols",0.146341463414634,0.7,0.0933333333333333,41
100,"hetero","alt",5,"modt",0.146341463414634,0.7,0.0933333333333333,41
100,"hetero","alt",5,"hc3",0,0.14,0.0444444444444444,7
100,"hetero","alt",5,"modhc3",0,0.14,0.0466666666666667,7
100,"hetero","alt",6,"ols",0.0666666666666667,0.56,0.0577777777777778,30
100,"hetero","alt",6,"modt",0.0967741935483871,0.56,0.0555555555555556,31
100,"hetero","alt",6,"hc3",0.0740740740740741,0.5,0.0422222222222222,27
100,"hetero","alt",6,"modhc3",0.0769230769230769,0.48,0.0422222222222222,26
100,"hetero","alt",7,"ols",0.148148148148148,0.46,0.0977777777777778,27
100,"hetero","alt",7,"modt",0.115384615384615,0.46,0.0955555555555556,26
100,"hetero","alt",7,"hc3",0,0.28,0.06,14
100,"hetero","alt",7,"modhc3",0,0.3,0.0622222222222222,15
100,"hetero","alt",8,"ols",0.285714285714286,0.5,0.108888888888889,35
100,"hetero","alt",8,"modt",0.264705882352941,0.5,0.108888888888889,34
100,"hetero","alt",8,"hc3",0.125,0.14,0.0444444444444444,8
100,"hetero","alt",8,"modhc3",0.111111111111111,0.16,0.0444444444444444,9
100,"hetero","alt",9,"ols",0.09375,0.58,0.113333333333333,32
100,"hetero","alt",9,"modt",0.147058823529412,0.58,0.108888888888889,34
100,"hetero","alt",9,"hc3",0.0909090909090909,0.2,0.0488888888888889,11
100,"hetero","alt",9,"modhc3",0,0.2,0.0488888888888889,10
100,"hetero","alt",10,"ols",0.272727272727273,0.64,0.111111111111111,44
100,"hetero","alt",10,"modt",0.27906976744186,0.62,0.104444444444444,43
100,"hetero","alt",10,"hc3",0.206896551724138,0.46,0.0577777777777778,29
100,"hetero","alt",10,"modhc3",0.2,0.48,0.0533333333333333,30
100,"hetero","alt",11,"ols",0.205882352941176,0.54,0.117777777777778,34
100,"hetero","alt",11,"modt",0.228571428571429,0.54,0.117777777777778,35
100,"hetero","alt",11,"hc3",0.0869565217391304,0.42,0.0622222222222222,23
100,"hetero","alt",11,"modhc3",0.0476190476190476,0.4,0.0644444444444444,21
100,"hetero","alt",12,"ols",0.125,0.56,0.0844444444444444,32
100,"hetero","alt",12,"modt",0.125,0.56,0.0866666666666667,32
100,"hetero","alt",12,"hc3",0.0869565217391304,0.42,0.0333333333333333,23
100,"hetero","alt",12,"modhc3",0.0952380952380952,0.38,0.0355555555555556,21
100,"hetero","alt",13,"ols",0.166666666666667,0.5,0.106666666666667,30
100,"hetero","alt",13,"modt",0.142857142857143,0.48,0.104444444444444,28
100,"hetero","alt",13,"hc3",0.111111111111111,0.16,0.0488888888888889,9
100,"hetero","alt",13,"modhc3",0.125,0.14,0.0488888888888889,8
100,"hetero","alt",14,"ols",0.142857142857143,0.6,0.104444444444444,35
100,"hetero","alt",14,"modt",0.166666666666667,0.6,0.102222222222222,36
100,"hetero","alt",14,"hc3",0.1875,0.26,0.0555555555555556,16
100,"hetero","alt",14,"modhc3",0.1875,0.26,0.0577777777777778,16
100,"hetero","alt",15,"ols",0.1875,0.52,0.104444444444444,32
100,"hetero","alt",15,"modt",0.1875,0.52,0.102222222222222,32
100,"hetero","alt",15,"hc3",0.0588235294117647,0.32,0.0622222222222222,17
100,"hetero","alt",15,"modhc3",0.0666666666666667,0.28,0.0577777777777778,15
